season,uuid,date_key,round_no,round_label,round_wind_index,round_kyoku_index,honba,riichi_sticks,seat,player,discard_no_in_round,player_discard_no_in_round,tile,normalized_tile,is_red_five,is_tsumogiri,is_riichi_declaration,dora_indicators,round_start_score
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,1,1,2z,2z,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,4,2,3z,3z,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,7,3,1z,1z,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,10,4,3p,3p,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,13,5,7z,7z,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,16,6,6z,6z,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,19,7,5p,5p,0,1,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,22,8,7z,7z,0,1,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,25,9,6s,6s,0,0,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,7,東3局,0,2,0,0,2,葡萄海ぶどう,28,10,2z,2z,0,1,0,3z,33100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,3,1,3z,3z,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,6,2,1p,1p,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,9,3,2p,2p,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,12,4,5p,5p,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,15,5,4p,4p,0,1,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,18,6,8p,8p,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,8,南1局,1,0,0,0,2,葡萄海ぶどう,21,7,9s,9s,0,0,0,9m,28100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,3,1,9m,9m,0,0,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,6,2,1z,1z,0,0,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,9,3,9s,9s,0,0,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,12,4,5z,5z,0,0,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,15,5,2z,2z,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,18,6,5z,5z,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,21,7,7z,7z,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,24,8,6z,6z,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,27,9,4p,4p,0,0,1,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,30,10,2p,2p,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,33,11,1p,1p,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,9,南1局,1,0,1,0,2,葡萄海ぶどう,36,12,3z,3z,0,1,0,9s,19100
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,2,1,1z,1z,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,5,2,3z,3z,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,8,3,8p,8p,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,11,4,2z,2z,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,14,5,6z,6z,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,10,南2局,1,1,0,0,2,葡萄海ぶどう,17,6,5z,5z,0,0,0,6z,32300
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,1,1,1m,1m,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,4,2,3z,3z,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,7,3,6z,6z,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,10,4,5z,5z,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,13,5,1z,1z,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,15,6,3p,3p,0,0,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,18,7,3z,3z,0,1,0,6z,37600
6,260619-7901725f-a784-40ef-89df-65a780c05677,260619,11,南3局,1,2,0,0,2,葡萄海ぶどう,21,8,4p,4p,0,1,0,6z,37600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,2,1,3s,3s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,4,2,8s,8s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,7,3,0s,5s,1,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,10,4,6z,6z,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,13,5,5s,5s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,16,6,9s,9s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,19,7,7s,7s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,22,8,4s,4s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,25,9,1s,1s,0,1,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,28,10,6s,6s,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,31,11,1z,1z,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,34,12,9s,9s,0,1,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,37,13,1p,1p,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,40,14,5z,5z,0,1,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,43,15,6z,6z,0,1,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,46,16,7z,7z,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,49,17,8s,8s,0,1,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,52,18,9p,9p,0,0,0,5z,35000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,1,1,2z,2z,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,4,2,5p,5p,0,1,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,7,3,7z,7z,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,10,4,1z,1z,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,13,5,7s,7s,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,16,6,2p,2p,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,19,7,3s,3s,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,22,8,1p,1p,0,1,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,25,9,5s,5s,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,28,10,4s,4s,0,1,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,31,11,8p,8p,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,34,12,0s,5s,1,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,37,13,0p,5p,1,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,40,14,4p,4p,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,43,15,6z,6z,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,46,16,3s,3s,0,0,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,49,17,4s,4s,0,0,1,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,2,東2局,0,1,1,1,1,葡萄海ぶどう,52,18,8p,8p,0,1,0,1s,34000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,1,1,8s,8s,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,6,2,9m,9m,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,9,3,9m,9m,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,12,4,8p,8p,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,15,5,7z,7z,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,18,6,9m,9m,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,21,7,3p,3p,0,0,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,3,東2局,0,1,2,2,1,葡萄海ぶどう,24,8,9p,9p,0,1,0,2s,33000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,3,1,9s,9s,0,0,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,6,2,3s,3s,0,1,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,9,3,2p,2p,0,0,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,12,4,2z,2z,0,1,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,15,5,2z,2z,0,1,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,18,6,3z,3z,0,1,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,21,7,9s,9s,0,0,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,24,8,6s,6s,0,0,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,27,9,1p,1p,0,0,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,4,東3局,0,2,0,0,1,葡萄海ぶどう,30,10,9s,9s,0,1,0,5z,24600
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,3,1,1m,1m,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,6,2,1m,1m,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,9,3,1s,1s,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,12,4,6z,6z,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,15,5,9m,9m,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,18,6,5z,5z,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,21,7,3s,3s,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,24,8,7z,7z,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,27,9,1m,1m,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,30,10,3s,3s,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,33,11,3s,3s,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,36,12,2p,2p,0,0,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,39,13,1s,1s,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,42,14,3s,3s,0,0,1,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,45,15,6p,6p,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,5,東3局,0,2,1,0,1,葡萄海ぶどう,48,16,6z,6z,0,1,0,7z,20700
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,2,1,5z,5z,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,5,2,6z,6z,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,8,3,7z,7z,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,11,4,2z,2z,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,14,5,7s,7s,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,17,6,9m,9m,0,1,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,6,南1局,1,0,0,0,1,葡萄海ぶどう,20,7,5s,5s,0,0,0,4s,22900
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,1,1,7p,7p,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,4,2,5p,5p,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,7,3,1z,1z,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,10,4,1z,1z,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,13,5,4s,4s,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,16,6,1m,1m,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,18,7,1s,1s,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,21,8,6p,6p,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,24,9,8s,8s,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,27,10,2z,2z,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,30,11,7s,7s,0,0,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,33,12,8p,8p,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,36,13,1s,1s,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,7,南2局,1,1,0,0,1,葡萄海ぶどう,39,14,9s,9s,0,1,0,7s,25000
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,3,1,1z,1z,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,6,2,5z,5z,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,9,3,6z,6z,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,12,4,7z,7z,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,15,5,3z,3z,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,18,6,1s,1s,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,21,7,8s,8s,0,0,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,24,8,1z,1z,0,1,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,27,9,7z,7z,0,1,0,8s,17500
6,260619-96c6cf1d-f020-485a-ab79-8e70d646d300,260619,8,南3局,1,2,0,0,1,葡萄海ぶどう,30,10,6s,6s,0,0,0,8s,17500
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,2,1,1p,1p,0,0,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,5,2,7p,7p,0,0,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,8,3,3p,3p,0,0,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,11,4,3p,3p,0,1,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,14,5,9s,9s,0,0,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,17,6,4p,4p,0,0,1,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,20,7,6p,6p,0,1,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,1,東1局,0,0,0,0,1,葡萄海ぶどう,23,8,8p,8p,0,1,0,6s,35000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,1,1,1m,1m,0,0,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,4,2,3s,3s,0,0,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,7,3,8p,8p,0,0,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,10,4,9m,9m,0,0,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,12,5,9m,9m,0,0,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,15,6,9p,9p,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,18,7,1p,1p,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,21,8,2s,2s,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,24,9,9s,9s,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,27,10,7p,7p,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,2,東2局,0,1,0,0,1,葡萄海ぶどう,30,11,6p,6p,0,1,0,1s,52000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,1,1,1z,1z,0,0,0,6z,64000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,4,2,5z,5z,0,0,0,6z,64000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,7,3,9p,9p,0,0,0,6z,64000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,10,4,2z,2z,0,1,0,6z,64000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,13,5,2s,2s,0,0,0,6z,64000
6,260619-fbbe1936-58b0-4226-9cb5-8483120cee17,260619,3,東2局,0,1,1,0,1,葡萄海ぶどう,16,6,7p,7p,0,0,0,6z,64000
